TotalProfitPMM,DifferenceInIRAPMM
-19.30226668,4.093043444
-14.3652968,0
#DIV/0!,#DIV/0!
-208.93,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
12.73559662,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
20.8281782,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-108.4344986,-6.450297755
#DIV/0!,#DIV/0!
191.0475232,0
4.008462911,0
444.9943388,0
#DIV/0!,#DIV/0!
-3762.608462,0
-26.98733408,5.882031074
83.50432526,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
219.1091508,0
#DIV/0!,#DIV/0!
-257.4166667,0
4.14834115,0
104.3716931,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-105.3309869,#DIV/0!
0.319646398,-7.221202045
141.695609,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-23.74681239,0
30.4230462,0
0.606060606,0
-28.87165273,0
45.67742454,0
338.8918919,0
#DIV/0!,#DIV/0!
42.76445202,26.83915828
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
7.549998905,19.65415318
-193.6048283,-14.00256682
#DIV/0!,#DIV/0!
28.97222222,0
338.6376239,0
#DIV/0!,#DIV/0!
-17.41953079,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
161.9036139,-0.532582439
-3.747754569,-265.6752974
0.125373134,0
#DIV/0!,#DIV/0!
51.32667938,#DIV/0!
#DIV/0!,#DIV/0!
-0.416184971,0
-318.8119891,23.23628049
-193.5714286,#DIV/0!
832,#DIV/0!
#DIV/0!,#DIV/0!
12.31490242,0
178.5152885,20.3700443
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
10.25,0
#DIV/0!,#DIV/0!
-868.037381,78.78747436
121.75,0
#DIV/0!,#DIV/0!
58.21848274,-90.73800162
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
24.85935764,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
244.4417363,0
175.1145913,0
133.7195986,#DIV/0!
#DIV/0!,#DIV/0!
36.2585187,-26.08903016
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
206.2732313,0
-78.32184829,-2.143753818
-20.48611111,0
#DIV/0!,#DIV/0!
273.7348026,0
653.3333333,#DIV/0!
-1299.503182,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-1437.166667,0
-9.585066667,#DIV/0!
287.0179075,-52.23373007
211.585,#DIV/0!
-355.4318937,-1509.968412
1.245199409,0
#DIV/0!,#DIV/0!
-32.57899615,20.56424139
36.30152204,0
27.79847681,-8.191572097
7.777915042,-5.53352897
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
1117.266667,-29.81413683
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
6.692486183,-31.93600619
54.64676762,0
#DIV/0!,#DIV/0!
37.77380952,0
219.2355347,#DIV/0!
0.54147619,0
25.63724138,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
56.23190458,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-111.330692,-371.5338876
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-211.8311179,#DIV/0!
#DIV/0!,#DIV/0!
-19.02521284,150.6657176
-316.5046208,35.50148472
#DIV/0!,#DIV/0!
13.61297527,0
-61.60531993,2.871135401
-174.1624815,0
1759.2,#DIV/0!
-4.261443862,0
#DIV/0!,#DIV/0!
17.24071016,0
2.006121134,0
#DIV/0!,#DIV/0!
-56.09607713,-21.68497681
#DIV/0!,#DIV/0!
140.7718627,0
-2.404536659,-8.202778226
330.3508219,0
-34.92294697,0
94.81916128,-6091.682126
-530.1562889,-314.9838953
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
120.0600411,0
91.39069147,0
#DIV/0!,#DIV/0!
-6.118631456,0
24.5,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
1730.074769,-151.2820597
150.7897368,0
235.1491667,#DIV/0!
#DIV/0!,#DIV/0!
-25.30852809,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-1459.894231,0
41.83819381,0
-2.471405922,76.06723407
-10.61535154,2.430318683
38.71921829,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-13.87808004,0
141.3059023,0
8.534759358,#DIV/0!
#DIV/0!,#DIV/0!
51.82660634,-30.94514543
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-716.461399,0
14.88166699,0
-193.9271445,0
#DIV/0!,#DIV/0!
10.16666667,0
11.87864804,30.81902646
-30.20643253,-54.80051721
20.04741124,-233.4187956
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
23110.76909,0
#DIV/0!,#DIV/0!
9.899929968,31.28745564
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
27.41555733,-4.19427686
-14.60435216,25.52452267
#DIV/0!,#DIV/0!
-13.03394117,-55.76945012
156.9238644,0
43.39987814,-65.520925
139.0013447,0
#DIV/0!,#DIV/0!
-99.58789541,-41.35413333
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
13.26124819,0
#DIV/0!,#DIV/0!
1732.305556,0
-58.64458326,-9.573903293
#DIV/0!,#DIV/0!
-49.72769184,-150.1431862
-4.195190091,-6.713492339
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-82.08593919,-24.86687953
#DIV/0!,#DIV/0!
-17.7725769,-8.321746262
-12.25398091,0
#DIV/0!,#DIV/0!
-533.0766667,#DIV/0!
101.8057603,0
#DIV/0!,#DIV/0!
176.6061058,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-584,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
2.644444444,#DIV/0!
38.56268311,0
342.9876923,0
47.3993324,0
-29.51919329,#DIV/0!
-2725.277612,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-26.50672862,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
28.01666667,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-364.0923562,0
3.725594348,0
#DIV/0!,#DIV/0!
158.7251462,0
#DIV/0!,#DIV/0!
123.3422103,32.43628161
0,0
126.6209887,#DIV/0!
#DIV/0!,#DIV/0!
13.43717402,0
#DIV/0!,#DIV/0!
-49.8725,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
6.333333333,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
14.10587074,-55.06270247
50.73738674,1.527340323
#DIV/0!,#DIV/0!
4.50195437,0
11.52570975,-22.20346169
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-127.4690722,0
-93.58117886,80.87707292
-218.0833333,#DIV/0!
#DIV/0!,#DIV/0!
-2301.583333,0
-1354.047445,0
-13.18036171,0
56.13575942,74.36454443
-173.2329873,104.722509
#DIV/0!,#DIV/0!
75.57007083,0
#DIV/0!,#DIV/0!
55.08384831,0
437.6233333,1305.224752
192.9933333,0
-27.25573009,23.03125436
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
152.3868981,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
31.27136398,3.515462966
#DIV/0!,#DIV/0!
68.24814583,24.40006158
33.24046564,-37.6991088
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
62.32355763,0
-1988.221367,0
#DIV/0!,#DIV/0!
-19.32875829,1.309711083
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
6.920863309,0
81.64499253,0
-109.3266455,0
0.916666667,0
-178.9660063,0
530,#DIV/0!
-47.76863564,10.33746582
#DIV/0!,#DIV/0!
-5.199392561,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-116.0965092,0
35.27109981,43.10208642
#DIV/0!,#DIV/0!
43.91666667,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
99.20095214,-12.68909404
47.15468963,-20.38735526
52.66666667,0
-12366.2935,0
11.36036036,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
104.75,0
202.0181468,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
26.55555556,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
305.0714286,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
54.86068341,-42.24939769
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-35.10058896,102.2341038
19872.09333,#DIV/0!
-19.03201724,5.854858857
134.1667655,0
#DIV/0!,#DIV/0!
7.346862619,-11.18495646
266.2222222,0
#DIV/0!,#DIV/0!
53.79166667,0
1.271680762,-1.159445277
33.6,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-666.3319912,-27.94190266
#DIV/0!,#DIV/0!
1.034482759,0
#DIV/0!,#DIV/0!
30.18006856,0
#DIV/0!,#DIV/0!
1,0
0.695238095,0
#DIV/0!,#DIV/0!
-21.95295942,-7.188522377
-42.14632425,7.473751877
0,0
7.416787027,-154.0613263
107.4266022,0
-36.83535529,#DIV/0!
61.82571361,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-172.8520912,#DIV/0!
77.66666667,0
-757.3710424,62.26019067
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-215.8856542,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
99.61916667,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
141.5961205,0
-1.962861985,11.3504367
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
154.1987179,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-207.6365979,50.11133467
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-6.116272523,#DIV/0!
73.8893394,#DIV/0!
#DIV/0!,#DIV/0!
-8.52,0
-59.05758232,9.302665181
121.3510798,0
-166.3352302,39.54837861
-797.9749455,0
1,0
59.93789393,0
#DIV/0!,#DIV/0!
13873.37898,0
-3.356060606,#DIV/0!
-9.312017789,57.41937824
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
21.36699735,-16.0247939
#DIV/0!,#DIV/0!
280.4210526,#DIV/0!
#DIV/0!,#DIV/0!
-6.915291595,0
17.27972892,25.68752628
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
825.6535088,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-18.98518404,186.0179613
#DIV/0!,#DIV/0!
30.51705207,0
#DIV/0!,#DIV/0!
106.8359582,0
-83.29055765,20.66072792
33.08527359,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-1512.332195,0
-23.07666667,0
-103.4798715,0
#DIV/0!,#DIV/0!
-1278.398332,0
-297.6974041,#DIV/0!
-358.7710011,0
129.5694377,0
-5146.47458,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
60.45833333,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-69.08392533,-71.33654889
55.3,0
#DIV/0!,#DIV/0!
-106.2420795,160.7914311
#DIV/0!,#DIV/0!
7.25,0
#DIV/0!,#DIV/0!
0,#DIV/0!
#DIV/0!,#DIV/0!
222.8778753,0
151.3712602,0
#DIV/0!,#DIV/0!
-150.6522547,-9.143803293
-12.71483897,36.7885386
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-46.83642567,208.1802613
#DIV/0!,#DIV/0!
37.72174594,-13.37109391
335.1207263,0
#DIV/0!,#DIV/0!
6.969368429,53.46376662
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
49.00011801,0
73.66666667,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-56.27547838,3.032592883
19.94556048,0
40.78104575,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-60.90763547,0
-13870.57094,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
0,#DIV/0!
#DIV/0!,#DIV/0!
58.87596352,0
-11.23728908,84.56864855
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
117.1176894,0
118.3078571,#DIV/0!
42.49849499,0
1.589562764,0
18.27865734,18.0479331
54.75611805,-19.42313765
#DIV/0!,#DIV/0!
189.5948092,0
#DIV/0!,#DIV/0!
-343.4649911,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-74.96391289,32.92512674
1.17751004,0
-180.2569444,0
23.59957271,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
20.31258966,0
90.78793407,0
-155.6375902,#DIV/0!
#DIV/0!,#DIV/0!
-11.08752187,-11.65161576
1.353488372,0
#DIV/0!,#DIV/0!
38.48495274,0.59587552
567.05,0
#DIV/0!,#DIV/0!
-143.9759196,-209.2740048
6.369232234,0
0.28185081,0
-258.394568,-91.17374308
#DIV/0!,#DIV/0!
0.766666667,0
216.8497653,0
217.187669,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-37.04512589,0.70092062
-1951.968919,0
#DIV/0!,#DIV/0!
-1.967566697,32.24748055
12.18571429,-0.698211194
#DIV/0!,#DIV/0!
79.5365601,4.74186447
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-65.49031297,0
#DIV/0!,#DIV/0!
16.29007306,0
#DIV/0!,#DIV/0!
488.4054054,0
108.4391973,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
293.7241379,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
194.7942387,0
-172.7269838,116.5970746
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-42.58428235,-67.02297929
#DIV/0!,#DIV/0!
-188.5037037,0
-21.09684678,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-40.89942344,0
183.0904605,#DIV/0!
-44.99831547,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-6.333382012,-7.103579592
14.34188034,#DIV/0!
1.209302326,0
#DIV/0!,#DIV/0!
69.92405063,0
#DIV/0!,#DIV/0!
-37.29613136,-29.64296583
16.17065637,0
#DIV/0!,#DIV/0!
306.4518627,59.41610365
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-17.14505662,-25.58330083
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
2.064111339,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
33.31944978,-6.85969581
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
60.14560191,121.0512905
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
284.755102,#DIV/0!
-247.5769435,-188.3705196
-108.1430976,0
-42.34040487,#DIV/0!
313.4444444,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
52.47632879,35.17319274
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
24.17260532,53.2884413
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-15.43529106,0
82.24521838,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
20.29746297,0
-19.34206125,-12.51701844
-735.0789474,0
#DIV/0!,#DIV/0!
66.64961154,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
359,#DIV/0!
0.071165633,0
-154.7948003,-2.702990828
-284.3619413,0
78.90649053,-41.09090387
54.52735812,-72.95778054
442.8830556,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-22.46799835,37.64747736
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
302.1223862,0
1.97689769,0
#DIV/0!,#DIV/0!
1.178247734,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-91.68006466,147.9623375
42.09018038,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-18.88766963,25.12450479
#DIV/0!,#DIV/0!
-31.58912392,9.605726534
-232.6976629,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-80.1941938,81.10434139
-22.56850716,0
107.1052632,0
43.72560652,8.489861654
3490.333333,#DIV/0!
155.1341936,0
#DIV/0!,#DIV/0!
113.3318325,0
1.111724632,0
-46.36863099,-50.71136366
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
15.25029302,20.41016871
#DIV/0!,#DIV/0!
119.8308977,#DIV/0!
#DIV/0!,#DIV/0!
56.45476099,24.34061768
-8.008848717,32.78961152
#DIV/0!,#DIV/0!
125.21,0
115.399263,-102.4056714
#DIV/0!,#DIV/0!
1.157894737,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
191.8150259,0
4.750609187,-54.33655786
#DIV/0!,#DIV/0!
117.9622727,0
17.03096422,0
7.981481481,0
-31.38705092,-24.92794012
-277.7501431,241.7569832
1011.3125,#DIV/0!
#DIV/0!,#DIV/0!
19.43443836,0
39.58552563,39.84790933
#DIV/0!,#DIV/0!
-50.32622631,156.3514658
75.62603688,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-43.18164668,-124.3692855
-5.671101695,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
146.1154612,-38.68929422
5.482627653,42.84734202
-47.71930338,#DIV/0!
-68.3725,#DIV/0!
#DIV/0!,#DIV/0!
1147.33,#DIV/0!
-268.895146,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
97.29988178,0
#DIV/0!,#DIV/0!
-18.25732729,#DIV/0!
#DIV/0!,#DIV/0!
67.30921787,-6.662312248
#DIV/0!,#DIV/0!
-38.16461667,0
133.6784141,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
3.14381419,-20.46871629
-149.8952096,-153.1459373
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
59.03952586,0
#DIV/0!,#DIV/0!
-24.12847672,-19.89024746
#DIV/0!,#DIV/0!
136.0888889,#DIV/0!
-5267.793103,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
4.313543318,0
#DIV/0!,#DIV/0!
13.5001371,0
#DIV/0!,#DIV/0!
24.65388889,0
#DIV/0!,#DIV/0!
18.36781795,83.67010969
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-132.2572347,0
-34.19906875,0
57.75152027,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
1.409722222,0
21.97658074,8.207131127
-38.47027779,-31.74121689
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
8536.285714,#DIV/0!
-33.898559,-17.34014753
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-48.80490081,67.2852985
#DIV/0!,#DIV/0!
-1555.48,0
-116.2018072,#DIV/0!
-104.20901,22.4715725
-33.5385513,12.8034599
162.7711023,0
8.417461175,0
162.3819095,0
216.1009251,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-29.77404624,51.02534554
#DIV/0!,#DIV/0!
0.355835379,12.62049682
16.95563393,0
#DIV/0!,#DIV/0!
112.5270601,0
1288.041667,0
#DIV/0!,#DIV/0!
247.4519466,47.37944509
-2.085126144,0
-66.71847415,0
#DIV/0!,#DIV/0!
100.2008239,0
14.12721617,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-24.88811979,21.63547633
-584.1433377,#DIV/0!
#DIV/0!,#DIV/0!
91.87580437,0
#DIV/0!,#DIV/0!
16.56994819,0
#DIV/0!,#DIV/0!
332.3484448,0
-75.19047619,0
#DIV/0!,#DIV/0!
6.511111111,0
#DIV/0!,#DIV/0!
468.1388235,140.4576056
155.868003,58.1610625
#DIV/0!,#DIV/0!
-244.6966667,0
19.12467532,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-111.5443287,8.243270136
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-1.297375633,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
3.790555744,-16.6689805
134.1988647,106.9320256
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
43.26990268,0
#DIV/0!,#DIV/0!
3.122807018,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
4.788427741,0
#DIV/0!,#DIV/0!
36.27875,0
2.560866794,0
-741.6315789,0
#DIV/0!,#DIV/0!
21.40155028,-98.78417163
-0.501231708,13.90429851
31.0162406,0
#DIV/0!,#DIV/0!
20.16666667,0
#DIV/0!,#DIV/0!
56.9247051,0
1.165,0
#DIV/0!,#DIV/0!
7.752746411,2.53388221
-279.9855869,0
#DIV/0!,#DIV/0!
-173.3767152,-163.8862582
635.3333333,0
#DIV/0!,#DIV/0!
1721.099014,2306.430952
#DIV/0!,#DIV/0!
64.27564798,-14.05486891
#DIV/0!,#DIV/0!
383.5213675,#DIV/0!
0,#DIV/0!
8.728333333,0
282.9383657,0
111.6666667,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-48.5657377,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
0.632982456,0
#DIV/0!,#DIV/0!
294.3816628,0
-30.46012957,-30.80455697
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
14.86865653,0
#DIV/0!,#DIV/0!
-27.27607212,0
#DIV/0!,#DIV/0!
2,0
-614.4231667,0
1.039370079,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
383.9904167,#DIV/0!
30.15900341,-9.871868941
6420.763978,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-182.5065769,0
74.85517241,55.89953725
-270.6937262,0
132.3202726,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
176.9770828,0
#DIV/0!,#DIV/0!
162.7723188,#DIV/0!
-19.40864101,4.700081486
45.97565952,-6.042831812
#DIV/0!,#DIV/0!
200.5754717,#DIV/0!
15.7,#DIV/0!
#DIV/0!,#DIV/0!
782.3333333,0
0.171166667,0
-136.9458623,0
-17.05955378,-14.50315225
-0.228912602,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-129.6666667,#DIV/0!
#DIV/0!,#DIV/0!
10.33333333,0
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
72.03846154,0
43.2664875,-23.56654695
#DIV/0!,#DIV/0!
95.33083333,0
#DIV/0!,#DIV/0!
-11.12973498,-88.86226273
-67.02026804,6.220559467
#DIV/0!,#DIV/0!
11.03259389,-669.2933932
-21.90783246,-19.34678621
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-734.6283333,0
-4.959664984,-40.14906787
-431.8230816,0
63.75,0
-35.37839938,0
#DIV/0!,#DIV/0!
-126.5982204,30.12869669
#DIV/0!,#DIV/0!
18.79582059,10.25885744
-322.844413,129.4223287
-137.3497461,0
#DIV/0!,#DIV/0!
171.8830119,0
-42.34668438,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
#DIV/0!,#DIV/0!
-0.421988256,9.881978041
32.09491251,65.04521282
-159.3333177,0
1147.033261,39.52666667
#DIV/0!,#DIV/0!
39.38944191,27.82805212
#DIV/0!,#DIV/0!
34.02919182,0
72.41566952,0
#DIV/0!,#DIV/0!
-59.13739837,0
#DIV/0!,#DIV/0!
-57.07207552,-12.07966526
