2015RiskAdj,2014RiskAdj,2015RiskAdjNo0,2014RiskAdjNo0
0,0,-22.32015649,2.079905095
0,0,-23.23628049,0
0,0,-23.51683983,-44.33563861
0,0,-24.26405143,-7.841401113
0,0,-24.91091696,24.34928819
0,0,-24.9480398,2.373339812
0,0,-25.05921971,-39.56237196
0,0,-25.17423208,9.998960654
0,0,-25.27794155,0
0,0,-26.65154072,94.39974983
0,0,-26.67529712,-11.52254143
0,0,-26.70094513,57.19031799
0,0,-27.07635264,-92.59727764
0,0,-27.30793207,0
0,0,-27.35820445,-67.74834637
0,0,-27.39871535,-0.55955707
0,0,-27.59430154,-34.0445993
0,0,-27.85527137,-3.001017035
0,0,-28.18338695,-16.36288247
0,0,-28.44314621,-68.40728839
0,0,-28.5244541,-173.1918736
0,0,-28.67621873,-2.988692442
0,0,-28.81293956,-33.00770904
0,0,-29.24736906,-16.80723602
0,0,-29.31638702,-0.051705299
0,0,-29.47263559,0
0,0,-29.86606412,-5.525446434
0,0,-30.14515217,-67.26428591
0,0,-31.78759015,-29.25370794
0,0,-32.01859653,0
0,0,-32.10834265,0.139137903
0,0,-32.11423713,-34.6953307
0,0,-32.7323977,12.61354582
0,0,-33.24964852,-24.75978686
0,0,-33.66148668,-2.374031044
0,0,-33.78571429,0
0,0,-33.84615904,-24.24043251
0,0,-34.15918806,-8.63466539
0,0,-34.27079679,-24.17302571
0,0,-34.60486056,-11.57360619
0,0,-35.4118454,27.71003506
0,0,-35.50148472,0
0,0,-35.88469931,3.963210018
0,0,-36.02590691,-31.15118468
0,0,-36.43978524,-42.89195002
0,0,-37.88359333,-29.74094102
0,0,-38.52913629,0
0,0,-38.91808247,-40.62108881
0,0,-39.10635417,-73.34565818
0,0,-39.14242034,149.5453237
0,0,-40.56460515,12.89916147
0,0,-41.29133285,0
0,0,-41.44015444,0
0,0,-41.53175554,-21.70234742
0,0,-42.13772048,-3.875618261
0,0,-42.39743827,0
0,0,-42.92463626,-0.12388923
0,0,-43.41191624,-13.79613581
0,0,-44.48158,-0.081297254
0,0,-45.83462829,-50.02890515
0,0,-45.90418628,-50.03753002
0,0,-46.25003996,0
0,0,-46.26933805,-30.4470588
0,0,-46.45017195,-66.91888824
0,0,-46.59127975,0
0,0,-47.22902498,-4.126938553
0,0,-48.23510386,-34.35739251
0,0,-49.22734302,-128.1537336
0,0,-50.11133467,0
0,0,-50.92229926,-202.204359
0,0,-51.09509365,157.0851676
0,0,-51.10781204,-36.23341076
0,0,-51.39707625,-93.31430681
0,0,-52.68314633,34.70915514
0,0,-53.2884413,0
0,0,-54.17850413,-56.2306795
0,0,-54.23553585,-41.61503903
0,0,-54.29782586,26.57924706
0,0,-54.56344345,-66.21505921
0,0,-54.76143144,38.82401515
0,0,-55.14133251,15.21667311
0,0,-56.09148929,-33.61991679
0,0,-56.75240933,-105.6595463
0,0,-57.36338814,-20.57484954
0,0,-57.75117356,-1.297673146
0,0,-58.9538483,-1.534470064
0,0,-58.9948807,-61.13863451
0,0,-59.37675935,0
0,0,-59.41610365,0
0,0,-59.95178036,5.093432457
0,0,-60.05967162,-214.1209979
0,0,-60.73761119,-54.85558012
0,0,-61.52408955,-81.36076606
0,0,-61.61700476,-23.9695274
0,0,-62.16814138,-29.73185977
0,0,-62.26019067,0
0,0,-62.74912188,-87.677062
0,0,-62.7874862,-2.960412931
0,0,-63.24074705,-285.8417464
0,0,-63.60170724,-28.58606709
0,0,-63.76971869,-16.83750941
0,0,-66.44966037,-44.81418403
0,0,-67.61241788,-28.06403927
0,0,-68.21333563,-56.19691386
0,0,-68.25996178,-135.4269505
0,0,-68.31360382,84.53571429
0,0,-68.43959767,276.275876
0,0,-69.16600998,-21.78656489
0,0,-69.26450995,134.1315789
0,0,-71.94545417,-85.94802098
0,0,-71.96911387,-77.64924567
0,0,-74.24266876,-34.20327934
0,0,-74.30695481,-53.74271342
0,0,-74.62352378,-0.258979344
0,0,-75.60193548,146.4711278
0,0,-78.34887331,-9.603459812
0,0,-78.78747436,0
0,0,-79.78576924,-6.110900457
0,0,-80.81863159,43.95933114
0,0,-82.01231354,-82.71168872
0,0,-82.46943925,-30.73590389
0,0,-84.31104261,-102.8819232
0,0,-92.19221029,77.26893699
0,0,-95.37346267,-186.1114643
0,0,-96.8808192,-21.63886864
0,0,-102.445441,-51.86949968
0,0,-102.7123112,-7.32308096
0,0,-103.1344028,-104.3211549
0,0,-106.3923117,60.90513675
0,0,-106.707422,-135.2153554
0,0,-108.3176201,-32.25038601
0,0,-108.81,-25.50285918
0,0,-110.3189461,-3.386920491
0,0,-111.0134605,0
0,0,-111.9784591,-44.69316062
0,0,-112.8403226,-28.56009934
0,0,-113.8710471,0
0,0,-116.7124595,-0.115384962
0,0,-120.7116047,-18.47750094
0,0,-121.0831868,-39.9788454
0,0,-125.5928583,-132.2551706
0,0,-127.1026308,91.1793436
0,0,-128.6939183,-92.04758621
0,0,-130.1872163,-126.2373478
0,0,-136.5973988,0
0,0,-137.2536669,23.53776421
0,0,-140.4576056,0
0,0,-141.8968653,-57.32821676
0,0,-145.0030696,-194.6351861
0,0,-155.6286486,413.7106329
0,0,-155.8839228,-42.18540867
0,0,-165.6340659,-19.27742358
0,0,-166.1886128,37.54347988
0,0,-169.4934845,-18.82776686
0,0,-179.7459155,-46.41583333
0,0,-185.2128069,-118.5079409
0,0,-188.7291667,-149.2025
0,0,-189.1869747,-10.19398572
0,0,-196.8825059,-89.5023816
0,0,-220.5941667,-32.478875
0,0,-258.8888462,-110.9265086
0,0,-271.4577778,-7.913170103
0,0,-305.9541667,-147.6353488
0,0,-426.1452778,-421.3567568
0,0,-600.9058333,-551.7896552
0,0,-678.7308333,0
0,0,-1305.7125,0
0,0,-1557.350794,-252.1260417
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0.70384243,,
0,45.77774792,,
0,96.47872996,,
-0.139928239,0.343165942,,
-0.191476884,0,,
-0.555927077,1.874391606,,
-0.59587552,0,,
-0.881022738,9.391364794,,
-1.297529576,-0.596608956,,
-1.824053355,3.010803569,,
-1.950217797,56.2108447,,
-2.206048519,-14.91421873,,
-2.39409815,34.95263829,,
-2.499683538,0,,
-2.618978156,-1.806696715,,
-3.105735489,-5.186174323,,
-3.167916667,3.4770819,,
-3.230572815,115.7905242,,
-3.478847346,-11.48837209,,
-3.585256841,-26.31661519,,
-3.743823648,-10.86836972,,
-3.758476331,-0.243013366,,
-3.773488556,-13.34739185,,
-3.949981812,26.86904465,,
-4.076342221,0,,
-4.817647913,12.97033283,,
-4.922469648,-0.466232129,,
-5.037375415,-21.06216931,,
-5.055807736,-6.935151195,,
-5.485502458,38.01818787,,
-5.901705607,0,,
-5.956450263,-13.06002986,,
-6.585047589,5.451754563,,
-6.598084103,-32.18138493,,
-6.664849128,7.145693558,,
-6.728893651,-7.174165396,,
-6.795959459,-4.162068966,,
-6.881136704,1.741630355,,
-7.387936258,-3.901391651,,
-7.415440586,-85.69239044,,
-7.548648649,1.255806748,,
-7.981511259,-40.69988078,,
-8.240901098,-12.04864306,,
-8.276530709,-0.033260573,,
-8.470246876,-9.505981848,,
-8.566069433,-12.48435901,,
-8.587920384,-1.901652687,,
-8.815003234,-47.45850212,,
-9.051098693,-2.830539225,,
-9.196707126,-41.08488437,,
-9.32948851,9.343844944,,
-9.444182594,-26.27493671,,
-9.590715129,-44.67207139,,
-9.765613955,0.493243488,,
-9.955895917,-21.30564772,,
-10.26520882,1.827215124,,
-10.45377465,0,,
-10.66992727,0.490332945,,
-10.675899,-10.18676447,,
-10.67913794,8.688578659,,
-10.86863546,16.65343839,,
-11.25673077,-30.75366476,,
-11.57144341,-3.617907398,,
-11.88938403,-5.168549008,,
-12.41701917,0,,
-12.5147474,20.66645516,,
-12.85297323,-12.05185906,,
-13.41704387,-14.92600383,,
-13.53519821,-1.688978477,,
-13.76428571,2292.666667,,
-14.80288856,226.9540946,,
-14.81891417,-11.78632129,,
-15.05398612,1.64728517,,
-15.30340975,12.29731579,,
-15.31397861,-71.08342872,,
-15.38835273,-41.47738288,,
-15.44477789,-5.494311649,,
-15.44762308,9.676881708,,
-15.60881608,-1.704517573,,
-16.08466804,-24.35145968,,
-16.3386634,133.9826421,,
-16.96019111,-50.17426853,,
-17.49456189,-25.39370939,,
-17.50233515,-25.69390725,,
-17.58963228,-17.304813,,
-17.95559163,-13.2977742,,
-17.96946571,-12.33795462,,
-18.17839809,14.61121344,,
-18.18166932,2.00460016,,
-18.27596681,1.378186367,,
-19.28884298,-5.868613139,,
-19.49130255,0,,
-20.3700443,0,,
-20.46677091,50.56880466,,
-20.51492559,-6.115648085,,
-20.57083286,-43.26917168,,
-20.676238,0,,
-20.7126984,-65.32453416,,
-20.75898878,62.9111209,,
-21.2883493,-25.06544581,,
-22.32015649,2.079905095,,
-23.23628049,0,,
-23.51683983,-44.33563861,,
-24.26405143,-7.841401113,,
-24.91091696,24.34928819,,
-24.9480398,2.373339812,,
-25.05921971,-39.56237196,,
-25.17423208,9.998960654,,
-25.27794155,0,,
-26.65154072,94.39974983,,
-26.67529712,-11.52254143,,
-26.70094513,57.19031799,,
-27.07635264,-92.59727764,,
-27.30793207,0,,
-27.35820445,-67.74834637,,
-27.39871535,-0.55955707,,
-27.59430154,-34.0445993,,
-27.85527137,-3.001017035,,
-28.18338695,-16.36288247,,
-28.44314621,-68.40728839,,
-28.5244541,-173.1918736,,
-28.67621873,-2.988692442,,
-28.81293956,-33.00770904,,
-29.24736906,-16.80723602,,
-29.31638702,-0.051705299,,
-29.47263559,0,,
-29.86606412,-5.525446434,,
-30.14515217,-67.26428591,,
-31.78759015,-29.25370794,,
-32.01859653,0,,
-32.10834265,0.139137903,,
-32.11423713,-34.6953307,,
-32.7323977,12.61354582,,
-33.24964852,-24.75978686,,
-33.66148668,-2.374031044,,
-33.78571429,0,,
-33.84615904,-24.24043251,,
-34.15918806,-8.63466539,,
-34.27079679,-24.17302571,,
-34.60486056,-11.57360619,,
-35.4118454,27.71003506,,
-35.50148472,0,,
-35.88469931,3.963210018,,
-36.02590691,-31.15118468,,
-36.43978524,-42.89195002,,
-37.88359333,-29.74094102,,
-38.52913629,0,,
-38.91808247,-40.62108881,,
-39.10635417,-73.34565818,,
-39.14242034,149.5453237,,
-40.56460515,12.89916147,,
-41.29133285,0,,
-41.44015444,0,,
-41.53175554,-21.70234742,,
-42.13772048,-3.875618261,,
-42.39743827,0,,
-42.92463626,-0.12388923,,
-43.41191624,-13.79613581,,
-44.48158,-0.081297254,,
-45.83462829,-50.02890515,,
-45.90418628,-50.03753002,,
-46.25003996,0,,
-46.26933805,-30.4470588,,
-46.45017195,-66.91888824,,
-46.59127975,0,,
-47.22902498,-4.126938553,,
-48.23510386,-34.35739251,,
-49.22734302,-128.1537336,,
-50.11133467,0,,
-50.92229926,-202.204359,,
-51.09509365,157.0851676,,
-51.10781204,-36.23341076,,
-51.39707625,-93.31430681,,
-52.68314633,34.70915514,,
-53.2884413,0,,
-54.17850413,-56.2306795,,
-54.23553585,-41.61503903,,
-54.29782586,26.57924706,,
-54.56344345,-66.21505921,,
-54.76143144,38.82401515,,
-55.14133251,15.21667311,,
-56.09148929,-33.61991679,,
-56.75240933,-105.6595463,,
-57.36338814,-20.57484954,,
-57.75117356,-1.297673146,,
-58.9538483,-1.534470064,,
-58.9948807,-61.13863451,,
-59.37675935,0,,
-59.41610365,0,,
-59.95178036,5.093432457,,
-60.05967162,-214.1209979,,
-60.73761119,-54.85558012,,
-61.52408955,-81.36076606,,
-61.61700476,-23.9695274,,
-62.16814138,-29.73185977,,
-62.26019067,0,,
-62.74912188,-87.677062,,
-62.7874862,-2.960412931,,
-63.24074705,-285.8417464,,
-63.60170724,-28.58606709,,
-63.76971869,-16.83750941,,
-66.44966037,-44.81418403,,
-67.61241788,-28.06403927,,
-68.21333563,-56.19691386,,
-68.25996178,-135.4269505,,
-68.31360382,84.53571429,,
-68.43959767,276.275876,,
-69.16600998,-21.78656489,,
-69.26450995,134.1315789,,
-71.94545417,-85.94802098,,
-71.96911387,-77.64924567,,
-74.24266876,-34.20327934,,
-74.30695481,-53.74271342,,
-74.62352378,-0.258979344,,
-75.60193548,146.4711278,,
-78.34887331,-9.603459812,,
-78.78747436,0,,
-79.78576924,-6.110900457,,
-80.81863159,43.95933114,,
-82.01231354,-82.71168872,,
-82.46943925,-30.73590389,,
-84.31104261,-102.8819232,,
-92.19221029,77.26893699,,
-95.37346267,-186.1114643,,
-96.8808192,-21.63886864,,
-102.445441,-51.86949968,,
-102.7123112,-7.32308096,,
-103.1344028,-104.3211549,,
-106.3923117,60.90513675,,
-106.707422,-135.2153554,,
-108.3176201,-32.25038601,,
-108.81,-25.50285918,,
-110.3189461,-3.386920491,,
-111.0134605,0,,
-111.9784591,-44.69316062,,
-112.8403226,-28.56009934,,
-113.8710471,0,,
-116.7124595,-0.115384962,,
-120.7116047,-18.47750094,,
-121.0831868,-39.9788454,,
-125.5928583,-132.2551706,,
-127.1026308,91.1793436,,
-128.6939183,-92.04758621,,
-130.1872163,-126.2373478,,
-136.5973988,0,,
-137.2536669,23.53776421,,
-140.4576056,0,,
-141.8968653,-57.32821676,,
-145.0030696,-194.6351861,,
-155.6286486,413.7106329,,
-155.8839228,-42.18540867,,
-165.6340659,-19.27742358,,
-166.1886128,37.54347988,,
-169.4934845,-18.82776686,,
-179.7459155,-46.41583333,,
-185.2128069,-118.5079409,,
-188.7291667,-149.2025,,
-189.1869747,-10.19398572,,
-196.8825059,-89.5023816,,
-220.5941667,-32.478875,,
-258.8888462,-110.9265086,,
-271.4577778,-7.913170103,,
-305.9541667,-147.6353488,,
-426.1452778,-421.3567568,,
-600.9058333,-551.7896552,,
-678.7308333,0,,
-1305.7125,0,,
-1557.350794,-252.1260417,,
